id,days,mature,views,partner,new_id
138001097,716,True,9865,False,1269
26454094,2476,False,2504,False,1011
36160171,2219,False,6598843,True,306
159237071,492,False,1261,False,447
162049212,470,True,16732,False,1473
35915632,2231,False,174686,True,905
135937778,741,False,20300,False,1786
40748754,2055,False,536548,True,814
92323261,1224,False,1997,False,1636
44600592,1950,True,1426256,True,1555
32425639,2266,True,3708,False,790
32714634,2259,False,2220778,True,1867
102786914,1116,False,672045,True,899
70798276,1495,False,150184,True,1388
96390955,1166,False,802,False,1294
99157461,1156,True,16934,False,1681
82473723,1338,False,1101798,True,341
28205128,2433,False,625,False,37
51225989,1793,False,539,False,126
184699312,309,False,1622,False,1158
149450231,587,True,34166,False,1665
143585725,648,True,11789,False,198
133536470,773,True,10844,False,117
135104605,751,True,560606,False,887
136469029,733,True,68693,False,1205
187912072,285,False,1469,False,1478
191032448,269,False,3249,False,1293
79890440,1366,True,66632,True,984
147564009,607,False,1445603,True,698
155328344,529,True,2450,False,1836
68760758,1522,False,299572,True,554
64510125,1579,True,7135,False,1050
135542137,743,True,10333,False,645
35647075,2241,False,11186291,True,1721
49134271,1847,True,15855,False,1267
66026844,1555,False,3094236,True,1593
58393005,1679,False,4024733,True,1196
54633213,1738,False,762060,True,342
77421535,1390,True,113484,True,1408
47125717,1895,True,1395081,True,1543
84772361,1313,False,6388,False,712
53376274,1757,False,416,False,595
171946576,404,True,623,False,262
143381806,650,True,3504,False,608
157319323,511,False,11177,False,77
174304337,392,False,8660,False,1460
39730296,2079,False,1187,False,1275
70844010,1494,True,6641,False,1724
45902231,1919,False,5691433,True,1142
120483921,925,True,6014,False,43
92007221,1235,False,117062,False,1316
93384318,1217,True,229110,True,1733
52161604,1770,True,2751,False,1842
193257936,258,False,29515,False,205
104959460,1085,False,4518,False,1659
92273157,1231,False,1285,False,1475
65522870,1561,True,519452,True,1511
116273666,953,False,1415,False,229
34844857,2248,False,108200,False,86
42693037,2000,True,10455,False,188
139527805,692,False,794,False,831
151067995,569,True,10250,False,1592
108993468,1039,False,243841,True,1383
25918538,2533,False,4727,False,1455
37657855,2159,True,12041,False,1667
103519137,1106,True,1988,False,425
157841998,506,False,3273,False,1220
37782392,2154,True,48116,False,403
110883248,1018,False,4507,False,190
116642617,963,True,2091240,True,369
188130601,285,False,8317,False,1790
102293102,1123,False,2464970,True,1726
100427855,1145,True,5241,False,1489
71338791,1487,True,78938,False,1313
143058478,646,False,1956,False,733
32071829,2283,False,57330,False,407
39334752,2096,True,150589,True,395
31902687,2289,False,1199020,True,878
145525232,621,False,82396,False,1368
62916113,1605,True,376263,True,717
101078074,1138,True,1295,False,497
140101778,687,True,1360,False,1038
142821492,645,False,8798,False,1026
125544147,863,False,28688,False,815
146961018,614,True,14925,False,282
38676033,2119,True,10326,False,744
53329459,1761,False,261830,True,1699
47274250,1870,False,1823,False,1080
89423075,1266,False,1634,False,1587
49030120,1846,False,1602,False,461
26857029,2490,False,40659090,True,1320
191697728,266,False,129535,False,373
61100141,1638,False,1372343,True,59
125878223,860,False,9828,False,1897
98047724,1151,True,85612,False,1140
63545943,1594,True,106183,False,267
102163520,1124,False,10176,False,499
172462847,405,True,4414,False,343
65468497,1562,False,1549,False,1496
86181676,1287,True,31605,False,867
90703429,1250,True,7178,False,746
31552109,2303,True,500595,True,274
151059726,561,False,5124,False,1553
51414030,1796,True,40181,False,479
115784002,958,False,32374,False,1108
47847912,1879,False,5737,False,1180
64198626,1583,False,12045,False,913
47748262,1881,False,155,False,547
66338761,1551,False,31029,False,1892
146819360,616,True,6785,False,805
145719986,608,False,824,False,311
66438715,1549,True,59669,True,743
146094379,623,False,9530,False,843
69936613,1488,False,30068,False,696
132742784,781,True,135630,False,1734
37825200,2153,False,17962557,True,1259
174829911,386,False,19678,False,152
42474919,1995,False,1029,False,1628
38194628,2139,False,2095511,True,1643
107663320,1056,False,10638,False,1805
146692039,617,True,12081,False,952
38636100,1933,True,2493,False,1216
147749179,605,False,106899,False,1102
143217099,652,False,3524,False,202
64276023,1582,False,2966,False,623
154056502,540,True,7167,False,1680
37531762,2164,False,3993336,True,62
47962421,1876,True,20781,False,881
158333967,501,True,106908,False,1427
53659621,1754,True,1466,False,970
157364934,510,False,634275,True,319
171163615,414,False,1904,False,1904
34267694,2249,True,13518,False,248
38998800,2108,False,4783,False,526
71450067,1485,False,5687,False,1652
147882474,603,False,21821,False,217
39279933,2091,False,42930,False,1851
134609427,758,True,15094,False,1198
130089213,813,False,2518,False,701
121164142,910,False,3066,False,161
32303519,2274,False,226994,True,1150
52492064,1775,False,6641,False,857
54883003,1734,True,625042,True,315
35750532,2238,True,7443937,True,287
129888683,798,True,1403,False,180
71440174,1485,True,7010520,True,869
100729901,1142,True,8849,False,494
160373589,483,True,2221,False,1334
32480427,2265,True,1707,False,1507
64168356,1581,False,1080,False,182
192326745,262,True,1499,False,1464
107028047,1057,False,7387,False,1712
67114748,1538,True,3143,False,840
31409705,2308,False,315349,True,731
105789958,1077,True,41393,False,1194
169029674,429,False,9421,False,24
40181830,2071,False,984385,True,35
76786158,1405,False,87175,True,1361
48604776,1862,False,23187,False,765
79633667,1369,True,64886,False,1827
176415108,350,False,1848,False,170
164922061,452,False,3652,False,323
144175897,642,False,3152,False,358
136189230,739,True,371599,True,1807
106464447,1069,True,1571234,True,560
67547140,1535,False,10203,False,3
135083533,749,False,3417,False,715
139064318,703,False,271099,True,472
160059210,486,False,9897,False,1384
142418424,661,False,109952,True,492
74860414,1428,False,664,False,1540
130238190,809,False,13843,False,830
46154411,1915,False,768573,True,2
133421417,768,True,32653,False,1126
37420011,2169,False,20595,False,1413
28367874,2427,False,97267,False,987
165090751,453,False,5940,False,676
35919495,2231,False,841939,True,866
43813392,1970,True,6058,False,1197
129552965,820,True,10356,False,257
82613055,1288,False,1472,False,372
66932012,1543,False,2336,False,1566
44399821,1954,False,99512,False,1522
42739003,1999,False,12850,False,615
58787463,1674,False,84906,False,1426
77214656,1398,True,1597579,True,441
38418136,2130,True,50635,True,817
96801079,1176,False,1289,False,888
104986515,1085,True,1273,False,924
37325884,2170,True,139828,True,1344
42135633,2015,True,3666,False,216
36688471,2197,False,28428,False,1677
65843701,1554,False,35081,False,225
134233365,764,True,1522749,True,1557
141784826,670,False,6269,False,838
50758779,1732,False,2136,False,524
23016888,2670,False,4923,False,674
45989700,1917,False,665225,True,1825
71431034,1486,False,102825,False,404
46736025,1902,False,786061,True,298
43313696,1983,False,24614,False,1203
166148096,444,True,13970,False,980
135575703,744,False,1486,False,413
63602976,1592,False,32672093,True,127
77757388,1388,True,328071,True,1394
76895515,1403,False,939031,True,599
56559621,1705,False,2979319,True,982
170187916,422,True,10398,False,1490
116162431,965,True,27776,False,1859
35888311,2232,True,18232,False,1513
140633959,682,True,33493,False,1474
75990539,1415,False,17479,False,713
152893832,545,False,14623,False,677
138583485,709,True,352377,True,275
71491922,1481,False,2150756,True,148
48007150,1870,False,6126,False,975
158430942,494,True,7092,False,821
176011850,374,False,14168,False,1219
101025540,1139,False,15036,False,1761
94122924,1209,True,1235644,True,429
146244950,622,False,5443111,True,628
79613476,1338,False,936,False,1688
49746817,1830,False,3138,False,408
103371187,1108,True,3088,False,192
32171655,2279,False,3242219,True,781
138242338,712,True,7375,False,812
47071880,1896,False,116392808,True,290
52763808,1770,True,180299,True,1501
37071828,2179,True,10807,False,1400
24967766,2564,False,6103,False,1224
140171844,688,False,2224383,True,1621
62336028,1617,False,4757210,True,1433
78626614,1379,False,2329443,True,1821
41222584,2041,True,663071,True,195
65782286,1556,False,15657,False,234
144772004,635,True,42073,False,1371
169167778,428,True,32632,False,1369
159270742,493,False,1833997,True,894
70557915,1500,False,1876198,True,102
147462946,608,True,12374,False,1310
80539309,1359,False,4397521,True,1758
124507814,875,False,2338,False,789
130434140,809,True,187209,True,507
12998275,3047,False,12233,False,778
143713140,646,False,28124,False,400
39880224,2078,True,47772,False,726
121883855,909,False,9219,False,1528
116946322,960,True,338594,True,654
117764377,951,False,39837,False,124
46631195,1904,True,6291491,True,1086
83017548,1331,False,23685,False,1392
48783201,1856,True,4224,False,52
50488807,1817,True,61764,False,398
93613709,1211,True,27659,False,1741
56340704,1708,False,12729,False,104
188653315,269,False,113,False,896
85612907,1303,True,5542,False,1127
91482897,1236,False,2274,False,1301
96509982,1169,False,2421,False,14
92447880,1229,True,18290,False,530
124368988,880,True,24540,False,245
78249478,1382,False,2487,False,1675
38110132,2139,False,42823,True,435
64077455,1585,False,25425,False,1742
45367945,1929,True,52886,False,291
105380006,1079,True,10579,False,1047
59172303,1669,True,40520,False,686
118936833,939,True,59001,False,587
171925297,401,True,8885,False,1819
54555381,1737,True,2354,False,337
121656685,911,False,7967,False,640
181442372,335,True,10635,False,884
104606862,1089,False,74008,False,1492
162951230,461,True,36082,False,31
96750573,1179,False,5982,False,921
81499923,1349,True,9336,False,852
154892745,532,True,1089073,True,1263
41095685,2044,False,3332,False,230
72319043,1471,False,2429821,True,33
104140645,1097,True,398825,True,1844
101919668,1119,True,16508,False,1028
27086573,2479,False,7593,False,1785
52132739,1780,False,14642,False,1353
72733233,1464,False,381019,True,250
61912524,1622,False,22421,False,683
127210410,845,True,552640,True,428
106050595,1074,True,91513,False,491
86107102,1298,False,4521724,True,455
177814691,362,False,528752,False,1502
95721196,1189,False,487931,True,828
79827397,1367,True,5496,False,1251
146664731,617,False,8249,False,1753
47706764,1882,False,55108,False,293
95026440,1198,False,4275,False,1549
104034838,1096,False,3730,False,238
74356521,1440,True,3081,False,864
153552178,544,False,13111,False,610
154845887,533,True,32913,False,317
85628371,1302,False,75237,False,688
147015638,612,False,1988,False,960
157686643,506,True,1118,False,1345
61826040,1627,True,19427,False,470
129184332,824,False,397843,True,260
41381217,2036,False,1577684,True,36
92891266,1223,False,17230,False,351
156040686,523,True,89843,False,1662
139831013,692,False,10948,False,824
40961691,2042,True,46883,False,785
113313155,992,False,583373,True,649
62041494,1623,True,10899,False,1619
117262628,957,False,3138,False,818
65279869,1561,False,1743,False,1537
57497395,1693,False,238276,True,870
87651081,1283,False,4023,False,348
61301729,1636,False,9381,False,886
75562316,1421,False,18582,False,1298
53431173,1759,True,140602,True,1354
70060714,1498,True,13504,False,1257
102346837,1122,False,18534438,True,45
48902165,1847,True,19019,False,11
150955207,572,False,77408,False,564
56295823,1709,True,37817,False,1115
165979679,448,False,282198,True,725
31741396,2295,True,1796373,True,689
117725614,952,False,2112849,True,1157
75723151,1420,True,339854,True,176
27255690,2464,False,1736,False,412
46941162,1895,True,3012,False,462
28907219,2405,False,3533,False,1072
141219303,675,False,43456,False,697
32454983,2269,True,31699,False,1109
155762781,520,True,2532,False,50
59802154,1659,False,35076,False,246
68712849,1523,True,6879,False,1124
106353597,1066,False,130221,True,769
58115154,1684,False,698715,True,504
