id,days,mature,views,partner,new_id
140101778,687,True,1360,False,1038
105380006,1079,True,10579,False,1047
64510125,1579,True,7135,False,1050
47274250,1870,False,1823,False,1080
46631195,1904,True,6291491,True,1086
147749179,605,False,106899,False,1102
59124030,1670,True,194061,True,1105
115784002,958,False,32374,False,1108
32454983,2269,True,31699,False,1109
49072463,1849,True,1585,False,1113
56295823,1709,True,37817,False,1115
133421417,768,True,32653,False,1126
85612907,1303,True,5542,False,1127
24631685,2592,True,4841,False,1138
98047724,1151,True,85612,False,1140
45902231,1919,False,5691433,True,1142
44304795,1957,True,761878,True,1148
32303519,2274,False,226994,True,1150
67271750,1539,True,28802,False,1154
117725614,952,False,2112849,True,1157
32550540,2264,False,22237,False,1177
47847912,1879,False,5737,False,1180
89416107,1263,False,31319,False,1191
69204485,1516,False,32641,False,1193
105789958,1077,True,41393,False,1194
58393005,1679,False,4024733,True,1196
43813392,1970,True,6058,False,1197
136469029,733,True,68693,False,1205
38636100,1933,True,2493,False,1216
24967766,2564,False,6103,False,1224
9181799,3250,False,613103,True,1232
141929085,668,True,238891,True,1236
29121166,2398,False,1895964,True,1245
79827397,1367,True,5496,False,1251
66046629,1555,True,3505,False,1254
175835821,378,False,171270,True,1258
37825200,2153,False,17962557,True,1259
154892745,532,True,1089073,True,1263
63228604,1599,False,183699,False,1265
49134271,1847,True,15855,False,1267
138001097,716,True,9865,False,1269
54766286,1729,False,783,False,1274
39730296,2079,False,1187,False,1275
41039652,2038,False,10690,False,1279
109038301,1039,True,1656587,True,1280
191032448,269,False,3249,False,1293
96390955,1166,False,802,False,1294
36264712,2215,False,7724802,True,1297
75562316,1421,False,18582,False,1298
91482897,1236,False,2274,False,1301
62806816,1596,True,46121,False,1308
147462946,608,True,12374,False,1310
39795492,2082,False,7070233,True,1311
71338791,1487,True,78938,False,1313
92007221,1235,False,117062,False,1316
26857029,2490,False,40659090,True,1320
160373589,483,True,2221,False,1334
37325884,2170,True,139828,True,1344
157686643,506,True,1118,False,1345
53431173,1759,True,140602,True,1354
76786158,1405,False,87175,True,1361
87608219,1285,False,2442,False,1365
145525232,621,False,82396,False,1368
169167778,428,True,32632,False,1369
144772004,635,True,42073,False,1371
48393132,1868,False,4493915,True,1374
32115632,2281,False,7378378,True,1376
108993468,1039,False,243841,True,1383
160059210,486,False,9897,False,1384
118717375,941,True,17822,False,1385
70798276,1495,False,150184,True,1388
83017548,1331,False,23685,False,1392
77757388,1388,True,328071,True,1394
37071828,2179,True,10807,False,1400
77421535,1390,True,113484,True,1408
33195858,2251,True,79248,False,1414
27255072,2471,False,2163211,True,1423
58787463,1674,False,84906,False,1426
158333967,501,True,106908,False,1427
120377274,926,False,8210,False,1430
62336028,1617,False,4757210,True,1433
72808965,1457,False,3392,False,1435
25918538,2533,False,4727,False,1455
174304337,392,False,8660,False,1460
51764317,1789,True,1636,False,1466
162049212,470,True,16732,False,1473
140633959,682,True,33493,False,1474
53374065,1761,False,239456,True,1477
106355832,1066,False,942,False,1482
133575871,773,False,2231,False,1484
100427855,1145,True,5241,False,1489
170187916,422,True,10398,False,1490
104606862,1089,False,74008,False,1492
65468497,1562,False,1549,False,1496
52763808,1770,True,180299,True,1501
177814691,362,False,528752,False,1502
32480427,2265,True,1707,False,1507
65522870,1561,True,519452,True,1511
35888311,2232,True,18232,False,1513
118164666,929,True,1613,False,1514
44399821,1954,False,99512,False,1522
48764758,1858,True,268840,True,1524
29932785,2361,False,7829,False,1538
47125717,1895,True,1395081,True,1543
95026440,1198,False,4275,False,1549
151059726,561,False,5124,False,1553
5115151,3489,True,220906,True,1554
44600592,1950,True,1426256,True,1555
134233365,764,True,1522749,True,1557
102554915,1119,True,2356,False,1563
66932012,1543,False,2336,False,1566
89423075,1266,False,1634,False,1587
66026844,1555,False,3094236,True,1593
147496324,602,True,3577,False,1614
62041494,1623,True,10899,False,1619
140171844,688,False,2224383,True,1621
169684381,423,False,230,False,1623
42474919,1995,False,1029,False,1628
128923053,826,True,2014,False,1633
92323261,1224,False,1997,False,1636
38194628,2139,False,2095511,True,1643
71450067,1485,False,5687,False,1652
104959460,1085,False,4518,False,1659
156040686,523,True,89843,False,1662
149450231,587,True,34166,False,1665
37657855,2159,True,12041,False,1667
78249478,1382,False,2487,False,1675
36688471,2197,False,28428,False,1677
154056502,540,True,7167,False,1680
99157461,1156,True,16934,False,1681
53329459,1761,False,261830,True,1699
146927160,615,False,544014,True,1701
35647075,2241,False,11186291,True,1721
70844010,1494,True,6641,False,1724
102293102,1123,False,2464970,True,1726
93384318,1217,True,229110,True,1733
132742784,781,True,135630,False,1734
52203144,1781,False,35175114,True,1739
93613709,1211,True,27659,False,1741
64077455,1585,False,25425,False,1742
80539309,1359,False,4397521,True,1758
101025540,1139,False,15036,False,1761
42348215,2009,True,192988,False,1762
47955648,1876,True,37678,False,1767
62729963,1599,False,9706,False,1784
27086573,2479,False,7593,False,1785
135937778,741,False,20300,False,1786
64327411,1581,False,1614575,True,1787
107663320,1056,False,10638,False,1805
136189230,739,True,371599,True,1807
69979937,1508,True,113191,False,1811
78626614,1379,False,2329443,True,1821
45989700,1917,False,665225,True,1825
79633667,1369,True,64886,False,1827
157536074,509,False,222867,True,1829
155328344,529,True,2450,False,1836
52161604,1770,True,2751,False,1842
104140645,1097,True,398825,True,1844
63846076,1579,False,30480,False,1850
39279933,2091,False,42930,False,1851
52203384,1781,False,38543,False,1855
116162431,965,True,27776,False,1859
32714634,2259,False,2220778,True,1867
75550610,1415,False,5095,False,1872
66338761,1551,False,31029,False,1892
125878223,860,False,9828,False,1897
171163615,414,False,1904,False,1904
